パス名,モジュール名,種類,総ステップ数,実ステップ数,コメント[％]
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","SNThread::~SNThread",cpp,16,11,34.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","Void SNThread::Run",cpp,18,11,38.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","Boolean SNThread::GetRunStatus",cpp,6,4,20.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","Handle SNThread::GetThreadHandle",cpp,7,4,24.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","Void SNThread::ThreadMain",cpp,15,7,38.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","Void SNThread::UserMain",cpp,7,4,62.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.h","モジュール外",h,37,16,53.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNEntryPoint.cpp","モジュール外",cpp,3,2,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNEntryPoint.cpp","int APIENTRY wWinMain",cpp,25,13,38.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","モジュール外",cpp,19,15,18.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Void SNSystem::Initialize",cpp,37,22,31.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Void SNSystem::Startup",cpp,17,11,40.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Void SNSystem::Run",cpp,28,18,38.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Void SNSystem::BeforeTerminate",cpp,16,11,25.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Void SNSystem::Terminate",cpp,20,12,35.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Void SNSystem::NoticeExitApplication",cpp,9,5,20.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Handle SNSystem::GetApplicationHandle",cpp,6,4,28.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Void SNSystem::ScreenToClient",cpp,10,5,41.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Boolean SNSystem::CheckDuplicateInstance",cpp,15,11,32.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.h","モジュール外",h,62,26,55.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","モジュール外",cpp,15,11,5.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Void* __stdcall SNWindow::WindowProc",cpp,65,42,14.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Void SNWindow::Create",cpp,81,53,11.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Void* SNWindow::OnNoticeExit",cpp,9,5,21.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Void* SNWindow::OnClose",cpp,9,5,24.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Void* SNWindow::OnQueryEndSession",cpp,11,5,46.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Void* SNWindow::OnEraseBackground",cpp,12,4,63.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Void* SNWindow::OnActivate",cpp,20,13,20.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Void* SNWindow::OnMouseWheel",cpp,26,17,13.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Void* SNWindow::OnDestroy",cpp,9,5,20.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Void* SNWindow::OnSize",cpp,8,5,6.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Void* SNWindow::OnSysKeyDown",cpp,19,15,8.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Void* SNWindow::OnOtherEvent",cpp,6,4,20.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.h","モジュール外",h,51,21,24.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Resource\Resource.h","モジュール外",h,18,2,30.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Resource\SNTargetVersion.h","モジュール外",h,6,2,89.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Resource\SNWindowsAPI.h","モジュール外",h,58,35,40.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Config\Component\SNSystemConfig.h","モジュール外",h,75,28,29.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Config\Component\SNUserConfig.cpp","モジュール外",cpp,9,4,25.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Config\Component\SNUserConfig.cpp","Void SNUserConfig::Initialize",cpp,13,6,30.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Config\Component\SNUserConfig.cpp","Void SNUserConfig::Terminate",cpp,9,5,26.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Config\Component\SNUserConfig.cpp","Void SNUserConfig::LoadUserConfig",cpp,65,34,33.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Config\Component\SNUserConfig.cpp","Void SNUserConfig::SaveUserConfig",cpp,26,10,34.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Config\Component\SNUserConfig.cpp","UInt32 SNUserConfig::CalcCheckSum",cpp,17,13,20.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Config\Component\SNUserConfig.h","モジュール外",h,157,103,48.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Config\Core\SNConfig.cpp","モジュール外",cpp,6,3,18.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Config\Core\SNConfig.cpp","Void SNConfig::Initialize",cpp,6,4,15.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Config\Core\SNConfig.cpp","Void SNConfig::Startup",cpp,10,5,50.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Config\Core\SNConfig.cpp","Void SNConfig::Run",cpp,6,4,14.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Config\Core\SNConfig.cpp","Void SNConfig::BeforeTerminate",cpp,10,5,50.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Config\Core\SNConfig.cpp","Void SNConfig::Terminate",cpp,6,4,12.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Config\Core\SNConfig.h","モジュール外",h,26,14,23.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFile.cpp","モジュール外",cpp,7,3,17.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFile.cpp","SNFile::SNFile",cpp,8,5,34.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFile.cpp","SNFile::~SNFile",cpp,7,5,20.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFile.cpp","Boolean SNFile::CheckFileExists",cpp,22,13,19.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFile.cpp","UInt32 SNFile::GetSize",cpp,23,14,22.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFile.cpp","Boolean SNFile::Write",cpp,22,13,21.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFile.cpp","Boolean SNFile::Read",cpp,22,13,21.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFile.cpp","Boolean SNFile::Delete",cpp,22,13,18.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFile.cpp","Void* SNFile::GetDataAddress",cpp,6,4,22.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFile.cpp","SNMemory* SNFile::GetMemoryObject",cpp,6,4,27.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFile.cpp","Void SNFile::ReleaseMemory",cpp,7,5,15.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFile.cpp","Void SNFile::Callback",cpp,87,61,14.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFile.h","モジュール外",h,56,22,49.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFolder.cpp","モジュール外",cpp,7,3,17.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFolder.cpp","SNFolder::SNFolder",cpp,12,8,10.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFolder.cpp","SNFolder::~SNFolder",cpp,8,5,20.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFolder.cpp","Boolean SNFolder::CheckFolderExists",cpp,22,13,20.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFolder.cpp","Boolean SNFolder::CreateFolder",cpp,18,13,8.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFolder.cpp","Boolean SNFolder::RemoveFolder",cpp,18,13,8.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFolder.cpp","Void SNFolder::CreateFolderAndFileList",cpp,31,16,22.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFolder.cpp","UInt32 SNFolder::GetFolderNum",cpp,6,4,25.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFolder.cpp","SNString* SNFolder::GetFolderName",cpp,6,4,19.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFolder.cpp","UInt32 SNFolder::GetFileNum",cpp,6,4,22.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFolder.cpp","SNString* SNFolder::GetFileName",cpp,6,4,16.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFolder.cpp","Void SNFolder::AllocateList",cpp,15,9,10.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFolder.cpp","Void SNFolder::FreeList",cpp,20,16,4.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFolder.cpp","Void SNFolder::Callback",cpp,77,52,13.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNFolder.h","モジュール外",h,59,28,31.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNImageFile.cpp","モジュール外",cpp,8,4,13.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNImageFile.cpp","SNImageFile::SNImageFile",cpp,13,7,24.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNImageFile.cpp","SNImageFile::~SNImageFile",cpp,13,7,23.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNImageFile.cpp","Boolean SNImageFile::Load",cpp,30,19,22.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNImageFile.cpp","Boolean SNImageFile::Save",cpp,18,13,8.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNImageFile.cpp","Void SNImageFile::CreateSurface",cpp,9,5,28.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNImageFile.cpp","Void SNImageFile::DeleteSurface",cpp,7,4,46.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNImageFile.cpp","Int32 SNImageFile::GetWidth",cpp,6,4,12.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNImageFile.cpp","Int32 SNImageFile::GetHeight",cpp,7,4,14.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNImageFile.cpp","Void SNImageFile::AllocImage",cpp,22,10,30.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNImageFile.cpp","Void SNImageFile::Free",cpp,15,10,18.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNImageFile.cpp","Handle SNImageFile::GetHandle",cpp,6,4,20.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNImageFile.cpp","SNSize SNImageFile::GetSize",cpp,6,4,18.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNImageFile.cpp","Void SNImageFile::Callback",cpp,52,37,16.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Component\SNImageFile.h","モジュール外",h,54,25,34.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","モジュール外",cpp,17,11,27.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Void SNStorage::Initialize",cpp,26,11,30.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Void SNStorage::Startup",cpp,6,4,18.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Void SNStorage::Run",cpp,12,6,33.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Void SNStorage::BeforeTerminate",cpp,16,9,26.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Void SNStorage::Terminate",cpp,12,6,28.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Void SNStorage::UserMain",cpp,28,18,32.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Void SNStorage::Request",cpp,19,13,15.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","SNStorageAccessor* SNStorage::GetRequest",cpp,22,15,15.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Boolean SNStorage::CheckFolderExists",cpp,15,10,25.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Boolean SNStorage::CreateFolder",cpp,22,16,18.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Boolean SNStorage::RemoveFolder",cpp,14,9,14.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","UInt32 SNStorage::GetFolderNum",cpp,44,29,17.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","UInt32 SNStorage::GetFileNum",cpp,44,29,16.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Void SNStorage::CreateFolderList",cpp,46,30,16.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Void SNStorage::CreateFileList",cpp,47,30,16.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Boolean SNStorage::CheckFileExists",cpp,15,10,26.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","UInt32 SNStorage::GetFileSize",cpp,28,16,17.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Boolean SNStorage::WriteFile",cpp,31,19,16.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Boolean SNStorage::ReadFile",cpp,37,21,18.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Boolean SNStorage::RemoveFile",cpp,15,9,15.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Boolean SNStorage::LoadImageFile",cpp,24,17,8.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.cpp","Boolean SNStorage::SaveImageFile",cpp,10,7,8.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorage.h","モジュール外",h,97,39,29.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorageAccessor.cpp","モジュール外",cpp,6,3,20.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorageAccessor.cpp","SNStorageAccessor::SNStorageAccessor",cpp,11,7,26.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorageAccessor.cpp","SNStorageAccessor::~SNStorageAccessor",cpp,6,4,19.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorageAccessor.cpp","Void SNStorageAccessor::SetFolderPath",cpp,25,14,30.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorageAccessor.cpp","Void SNStorageAccessor::SetFolderFileName",cpp,18,10,27.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorageAccessor.cpp","Void SNStorageAccessor::SetAsyncMode",cpp,18,12,26.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorageAccessor.cpp","SNStorageResult SNStorageAccessor::GetResult",cpp,6,4,21.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorageAccessor.cpp","Void SNStorageAccessor::Callback",cpp,6,4,21.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorageAccessor.cpp","Void SNStorageAccessor::RequestOperation",cpp,14,7,29.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorageAccessor.cpp","Void SNStorageAccessor::ClearOperation",cpp,9,6,20.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorageAccessor.h","モジュール外",h,55,23,32.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorageThread.cpp","モジュール外",cpp,4,2,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorageThread.cpp","Void SNStorageThread::UserMain",cpp,9,5,40.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Storage\Core\SNStorageThread.h","モジュール外",h,12,8,26.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Input\Component\SNGamePad.cpp","モジュール外",cpp,13,6,17.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Input\Component\SNGamePad.cpp","Void SNGamePad::Initialize",cpp,8,6,7.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Input\Component\SNGamePad.cpp","Void SNGamePad::Terminate",cpp,8,6,9.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Input\Component\SNGamePad.cpp","Void SNGamePad::Update",cpp,9,6,6.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Input\Component\SNGamePad.cpp","Void SNGamePad::OnInitialize",cpp,17,10,17.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Input\Component\SNGamePad.cpp","void SNGamePad::OnTerminate",cpp,6,4,10.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Input\Component\SNGamePad.cpp","void SNGamePad::OnUpdate",cpp,135,86,24.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Input\Component\SNGamePad.cpp","void SNGamePad::GamePadInfoUpdate",cpp,103,63,9.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Input\Component\SNGamePad.h","モジュール外",h,83,42,45.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Input\Component\SNKeyboard.cpp","モジュール外",cpp,18,6,20.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Input\Component\SNKeyboard.cpp","Void SNKeyboard::Initialize",cpp,27,16,32.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Input\Component\SNKeyboard.cpp","Void SNKeyboard::Terminate",cpp,9,5,46.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Input\Component\SNKeyboard.cpp","Void SNKeyboard::Update",cpp,14,9,23.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Input\Component\SNKeyboard.h","モジュール外",h,291,272,61.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Input\Component\SNMouse.cpp","モジュール外",cpp,15,10,26.9
