パス名,モジュール名,種類,総ステップ数,実ステップ数,コメント[％]
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNStore.cpp","Void SNStore::DeleteStore",cpp,28,20,13.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNStore.cpp","SNListContainer* SNStore::GetResource",cpp,14,11,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNStore.cpp","Void SNStore::ReleaseResource",cpp,12,9,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNStore.cpp","SNListContainer* SNStore::ListToList",cpp,15,11,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNStore.h","モジュール外",h,43,20,28.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNString.cpp","モジュール外",cpp,6,2,20.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNString.cpp","SNString::SNString()",cpp,11,7,22.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNString.cpp","SNString::SNString",cpp,15,8,35.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNString.cpp","SNString::~SNString",cpp,7,5,18.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNString.cpp","String SNString::GetString",cpp,6,4,13.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNString.cpp","Int32 SNString::GetLength",cpp,6,4,21.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNString.cpp","Int32 SNString::GetAllocLength",cpp,6,4,16.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNString.cpp","Void SNString::SetString(String str)",cpp,25,12,22.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNString.cpp","Void SNString::SetString",cpp,25,12,21.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNString.cpp","Void SNString::AddString",cpp,25,12,19.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNString.cpp","Void SNString::Print",cpp,18,8,28.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNString.cpp","Void SNString::Clear",cpp,10,7,21.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNString.cpp","Void SNString::PreAllocate",cpp,10,7,33.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNString.cpp","Void SNString::ReplaceCharacter",cpp,17,13,28.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNString.h","モジュール外",h,64,23,59.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNSystemTimer.cpp","モジュール外",cpp,5,2,27.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNSystemTimer.cpp","SNSystemTimer::SNSystemTimer",cpp,7,5,11.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNSystemTimer.cpp","SNSystemTimer::~SNSystemTimer",cpp,5,3,25.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNSystemTimer.cpp","Void SNSystemTimer::Start",cpp,7,4,36.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNSystemTimer.cpp","Boolean SNSystemTimer::CheckTimeout",cpp,9,5,37.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNSystemTimer.h","モジュール外",h,24,13,32.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","モジュール外",cpp,8,5,11.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","Void SNThread::EntryPoint",cpp,24,14,32.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","SNThread::SNThread",cpp,10,6,24.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","SNThread::~SNThread",cpp,16,11,34.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","Void SNThread::Run",cpp,18,11,36.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","Boolean SNThread::GetRunStatus",cpp,6,4,20.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","Handle SNThread::GetThreadHandle",cpp,7,4,24.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","Void SNThread::ThreadMain",cpp,15,7,38.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","Void SNThread::UserMain",cpp,7,4,62.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.cpp","Void SNThread::WaitForThreadEnd",cpp,14,10,16.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Component\SNThread.h","モジュール外",h,44,19,49.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNEntryPoint.cpp","モジュール外",cpp,4,3,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNEntryPoint.cpp","int APIENTRY wWinMain",cpp,49,30,32.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","モジュール外",cpp,21,17,17.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Void SNSystem::Initialize",cpp,40,24,29.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Void SNSystem::Startup",cpp,18,12,37.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Void SNSystem::Run",cpp,29,19,36.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Void SNSystem::BeforeTerminate",cpp,17,12,23.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Void SNSystem::Terminate",cpp,21,13,33.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Void SNSystem::NoticeExitApplication",cpp,9,5,20.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Handle SNSystem::GetApplicationHandle",cpp,6,4,28.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Void SNSystem::ScreenToClient",cpp,10,5,41.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.cpp","Boolean SNSystem::CheckDuplicateInstance",cpp,15,11,31.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNSystem.h","モジュール外",h,62,26,55.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNTargetVersion.h","モジュール外",h,6,2,89.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","モジュール外",cpp,14,9,6.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Int64 __stdcall SNWindow::WindowProc",cpp,65,42,14.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Void SNWindow::Create",cpp,73,49,11.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Int64 SNWindow::OnNoticeExit",cpp,9,5,21.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Int64 SNWindow::OnClose",cpp,9,5,24.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Int64 SNWindow::OnQueryEndSession",cpp,11,5,46.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Int64 SNWindow::OnEraseBackground",cpp,12,4,64.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Int64 SNWindow::OnActivate",cpp,19,12,21.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Int64 SNWindow::OnMouseWheel",cpp,26,17,13.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Int64 SNWindow::OnDestroy",cpp,9,5,20.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Int64 SNWindow::OnSize",cpp,8,5,6.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Int64 SNWindow::OnSysKeyDown",cpp,19,15,8.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.cpp","Int64 SNWindow::OnOtherEvent",cpp,6,4,20.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindow.h","モジュール外",h,51,21,24.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\22_System\Core\SNWindowsAPI.h","モジュール外",h,68,43,35.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","モジュール外",cpp,7,3,17.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","SNFile::SNFile",cpp,8,5,34.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","SNFile::~SNFile",cpp,7,5,20.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","Void SNFile::CheckFileExists",cpp,8,5,22.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","Void SNFile::GetDataSize",cpp,8,5,27.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","Void SNFile::Write",cpp,8,5,26.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","Void SNFile::Read",cpp,8,5,26.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","Void SNFile::Delete",cpp,8,5,21.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","Void* SNFile::GetDataAddress",cpp,6,4,22.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","SNMemory* SNFile::GetMemoryObject",cpp,6,4,27.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","Void SNFile::ReleaseMemory",cpp,7,5,15.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","SNStorageResult SNFile::OnOperationCheckExists",cpp,17,13,6.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","SNStorageResult SNFile::OnOperationGetSize",cpp,11,7,8.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","SNStorageResult SNFile::OnOperationWriteFile",cpp,20,14,7.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","SNStorageResult SNFile::OnOperationReadFile",cpp,20,14,7.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.cpp","SNStorageResult SNFile::OnOperationRemoveFile",cpp,17,14,5.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFile.h","モジュール外",h,55,27,25.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","モジュール外",cpp,7,3,17.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","SNFolder::SNFolder",cpp,12,8,10.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","SNFolder::~SNFolder",cpp,8,5,20.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","Void SNFolder::CheckFolderExists",cpp,8,5,23.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","Void SNFolder::CreateFolder",cpp,7,5,12.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","Void SNFolder::RemoveFolder",cpp,7,5,12.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","Void SNFolder::CreateFolderAndFileList",cpp,8,5,33.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","UInt32 SNFolder::GetFolderNum",cpp,6,4,25.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","SNString* SNFolder::GetFolderName",cpp,6,4,19.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","UInt32 SNFolder::GetFileNum",cpp,6,4,22.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","SNString* SNFolder::GetFileName",cpp,6,4,16.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","Void SNFolder::AllocateList",cpp,15,9,10.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","Void SNFolder::FreeList",cpp,21,16,4.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","SNStorageResult SNFolder::OnOperationCheckExists",cpp,17,13,6.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","SNStorageResult SNFolder::OnOperationCreateFolder",cpp,17,13,5.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","SNStorageResult SNFolder::OnOperationRemoveFolder",cpp,17,13,5.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.cpp","SNStorageResult SNFolder::OnOperationFolderFileList",cpp,24,11,18.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNFolder.h","モジュール外",h,62,32,25.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNImageFile.cpp","モジュール外",cpp,2,1,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNImageFile.cpp","SNImageFile::SNImageFile",cpp,6,4,25.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNImageFile.cpp","SNImageFile::~SNImageFile",cpp,6,4,22.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNImageFile.cpp","Void SNImageFile::Decode",cpp,16,9,46.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNImageFile.cpp","Void SNImageFile::Encode",cpp,16,9,47.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNImageFile.cpp","Boolean SNImageFile::IsOperationComplete",cpp,10,7,6.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNImageFile.cpp","Void SNImageFile::WaitForOperationComplete",cpp,11,6,29.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Component\SNImageFile.h","モジュール外",h,30,14,40.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","モジュール外",cpp,17,10,27.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Void SNStorage::Initialize",cpp,26,11,30.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Void SNStorage::Startup",cpp,15,6,53.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Void SNStorage::Run",cpp,6,4,14.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Void SNStorage::BeforeTerminate",cpp,12,6,27.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Void SNStorage::Terminate",cpp,12,6,28.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Void SNStorage::UserMain",cpp,28,18,32.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Void SNStorage::Request",cpp,19,13,15.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","SNStorageAccessor* SNStorage::GetRequest",cpp,22,15,15.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Boolean SNStorage::CheckFolderExists",cpp,15,10,25.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Boolean SNStorage::CreateFolder",cpp,22,16,18.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Boolean SNStorage::RemoveFolder",cpp,14,9,14.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","UInt32 SNStorage::GetFolderNum",cpp,44,29,17.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","UInt32 SNStorage::GetFileNum",cpp,44,29,16.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Void SNStorage::CreateFolderList",cpp,46,30,16.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Void SNStorage::CreateFileList",cpp,47,30,16.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Boolean SNStorage::CheckFileExists",cpp,15,10,26.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","UInt32 SNStorage::GetFileSize",cpp,28,16,17.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Boolean SNStorage::WriteFile",cpp,31,19,16.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Boolean SNStorage::ReadFile",cpp,37,21,18.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.cpp","Boolean SNStorage::RemoveFile",cpp,13,9,16.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorage.h","モジュール外",h,88,37,26.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","モジュール外",cpp,8,5,13.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","SNStorageAccessor::SNStorageAccessor",cpp,10,6,18.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","SNStorageAccessor::~SNStorageAccessor",cpp,6,4,19.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","Void SNStorageAccessor::SetFolderPath",cpp,25,14,30.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","Void SNStorageAccessor::SetFolderFileName",cpp,18,10,27.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","SNStorageResult SNStorageAccessor::GetResult",cpp,6,4,21.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","Void SNStorageAccessor::Callback",cpp,42,36,4.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","Void SNStorageAccessor::RequestOperation",cpp,14,7,29.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","Void SNStorageAccessor::ClearOperation",cpp,10,6,20.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","Void SNStorageAccessor::WaitForOperationComplete",cpp,15,10,6.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","Boolean SNStorageAccessor::IsOperationComplete",cpp,5,4,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","SNStorageResult SNStorageAccessor::OnOperationCheckExists",cpp,5,4,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","SNStorageResult SNStorageAccessor::OnOperationCreateFolder",cpp,5,4,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","SNStorageResult SNStorageAccessor::OnOperationRemoveFolder",cpp,5,4,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","SNStorageResult SNStorageAccessor::OnOperationFolderFileList",cpp,5,4,0.0
