パス名,モジュール名,種類,総ステップ数,実ステップ数,コメント[％]
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","SNStorageResult SNStorageAccessor::OnOperationGetSize",cpp,5,4,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","SNStorageResult SNStorageAccessor::OnOperationWriteFile",cpp,5,4,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","SNStorageResult SNStorageAccessor::OnOperationReadFile",cpp,5,4,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.cpp","SNStorageResult SNStorageAccessor::OnOperationRemoveFile",cpp,4,4,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageAccessor.h","モジュール外",h,65,31,23.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageThread.cpp","モジュール外",cpp,4,2,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageThread.cpp","Void SNStorageThread::UserMain",cpp,9,5,40.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\23_Storage\Core\SNStorageThread.h","モジュール外",h,12,8,26.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNGamePad.cpp","モジュール外",cpp,14,7,16.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNGamePad.cpp","Void SNGamePad::Initialize",cpp,8,6,7.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNGamePad.cpp","Void SNGamePad::Terminate",cpp,8,6,9.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNGamePad.cpp","Void SNGamePad::Update",cpp,9,6,6.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNGamePad.cpp","Void SNGamePad::OnInitialize",cpp,17,10,17.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNGamePad.cpp","void SNGamePad::OnTerminate",cpp,6,4,10.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNGamePad.cpp","void SNGamePad::OnUpdate",cpp,139,88,23.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNGamePad.cpp","void SNGamePad::GamePadInfoUpdate",cpp,103,63,9.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNGamePad.h","モジュール外",h,83,42,45.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNKeyboard.cpp","モジュール外",cpp,18,6,20.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNKeyboard.cpp","Void SNKeyboard::Initialize",cpp,27,16,32.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNKeyboard.cpp","Void SNKeyboard::Terminate",cpp,9,5,46.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNKeyboard.cpp","Void SNKeyboard::Update",cpp,14,9,23.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNKeyboard.h","モジュール外",h,291,272,61.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNMouse.cpp","モジュール外",cpp,15,10,26.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNMouse.cpp","Void SNMouse::Initialize",cpp,20,11,25.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNMouse.cpp","Void SNMouse::Terminate",cpp,6,4,18.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNMouse.cpp","Void SNMouse::Update",cpp,10,6,11.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNMouse.cpp","Void SNMouse::UpdatePos",cpp,21,9,43.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNMouse.cpp","Void SNMouse::UpdateButtonState",cpp,30,21,12.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNMouse.h","モジュール外",h,38,16,43.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualDirectGamePad.cpp","モジュール外",cpp,6,4,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualDirectGamePad.cpp","Void SNVirtualDirectGamePad::Initialize",cpp,12,7,10.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualDirectGamePad.cpp","Void SNVirtualDirectGamePad::Terminate",cpp,6,4,15.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualDirectGamePad.cpp","Void SNVirtualDirectGamePad::Update",cpp,8,4,43.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualDirectGamePad.cpp","Void SNVirtualDirectGamePad::Activate",cpp,6,5,8.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualDirectGamePad.h","モジュール外",h,27,13,36.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualDirectKeyboard.cpp","モジュール外",cpp,7,4,6.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualDirectKeyboard.cpp","Void SNVirtualDirectKeyboard::Initialize",cpp,11,6,17.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualDirectKeyboard.cpp","Void SNVirtualDirectKeyboard::Terminate",cpp,6,4,14.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualDirectKeyboard.cpp","Void SNVirtualDirectKeyboard::Update",cpp,8,4,43.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualDirectKeyboard.cpp","Void SNVirtualDirectKeyboard::Activate",cpp,6,5,8.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualDirectKeyboard.h","モジュール外",h,27,13,37.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualGamePad.cpp","モジュール外",cpp,11,8,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualGamePad.cpp","Void SNVirtualGamePad::Initialize",cpp,29,22,4.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualGamePad.cpp","Void SNVirtualGamePad::Terminate",cpp,6,4,16.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualGamePad.cpp","Void SNVirtualGamePad::Update",cpp,15,7,31.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualGamePad.cpp","Void SNVirtualGamePad::UpdateButtonState",cpp,12,6,33.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualGamePad.cpp","Void SNVirtualGamePad::UpdatePrevState",cpp,32,20,12.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualGamePad.cpp","Void SNVirtualGamePad::UpdateButtonStateFromGamePad",cpp,34,23,17.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualGamePad.cpp","Void SNVirtualGamePad::UpdateButtonStateKeyboard",cpp,27,18,14.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualGamePad.cpp","Void SNVirtualGamePad::UpdateButtonEvent",cpp,15,10,11.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualGamePad.cpp","Void SNVirtualGamePad::UpdateEventPadID",cpp,79,51,13.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualGamePad.h","モジュール外",h,61,27,38.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualPointingDevice.cpp","モジュール外",cpp,13,8,17.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualPointingDevice.cpp","Void SNVirtualPointingDevice::Initialize",cpp,29,19,8.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualPointingDevice.cpp","Void SNVirtualPointingDevice::Terminate",cpp,6,4,14.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualPointingDevice.cpp","Void SNVirtualPointingDevice::Update",cpp,37,13,50.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualPointingDevice.cpp","Void SNVirtualPointingDevice::UpdatePrevProc",cpp,36,22,9.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualPointingDevice.cpp","Void SNVirtualPointingDevice::UpdateDecide",cpp,29,17,30.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualPointingDevice.cpp","Void SNVirtualPointingDevice::UpdateCancel",cpp,15,9,34.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualPointingDevice.cpp","Void SNVirtualPointingDevice::UpdateWheel",cpp,15,10,18.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualPointingDevice.cpp","Void SNVirtualPointingDevice::UpdateMove",cpp,16,10,27.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualPointingDevice.cpp","Void SNVirtualPointingDevice::UpdateDrag",cpp,19,12,26.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualPointingDevice.cpp","Void SNVirtualPointingDevice::UpdateDrop",cpp,17,11,27.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualPointingDevice.cpp","Void SNVirtualPointingDevice::UpdateFlick",cpp,62,43,14.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualPointingDevice.cpp","Void SNVirtualPointingDevice::UpdateExBtn",cpp,14,9,34.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Component\SNVirtualPointingDevice.h","モジュール外",h,74,37,33.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Core\SNInput.cpp","モジュール外",cpp,13,10,5.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Core\SNInput.cpp","Void SNInput::Initialize",cpp,17,11,16.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Core\SNInput.cpp","Void SNInput::Startup",cpp,6,4,19.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Core\SNInput.cpp","Void SNInput::Run",cpp,6,4,14.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Core\SNInput.cpp","Void SNInput::BeforeTerminate",cpp,6,4,19.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Core\SNInput.cpp","Void SNInput::Terminate",cpp,17,11,16.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Core\SNInput.cpp","Void SNInput::Update",cpp,15,7,32.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Core\SNInput.cpp","Void SNInput::UpdateState",cpp,6,4,18.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Core\SNInput.cpp","Void SNInput::UpdateDevice",cpp,16,7,39.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Core\SNInput.cpp","Void SNInput::UpdateVirtualDevice",cpp,17,8,39.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\24_Input\Core\SNInput.h","モジュール外",h,58,17,53.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmap.cpp","モジュール外",cpp,3,2,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmap.cpp","SNBitmap::SNBitmap",cpp,8,7,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmap.cpp","SNBitmap::~SNBitmap",cpp,8,5,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmap.cpp","Void SNBitmap::SetBitmap",cpp,12,8,8.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmap.cpp","Handle SNBitmap::Get3DTexture",cpp,6,4,22.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmap.cpp","Handle SNBitmap::GetTargetBitmap",cpp,6,4,19.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmap.cpp","Handle SNBitmap::GetSourceBitmap",cpp,6,4,15.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmap.cpp","Void SNBitmap::GetSize",cpp,13,8,18.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmap.cpp","Void SNBitmap::DeleteBitmap",cpp,28,22,3.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmap.h","モジュール外",h,33,19,16.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","モジュール外",cpp,18,10,11.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","Void SNBitmapFont::Initialize",cpp,8,5,10.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","Void SNBitmapFont::InitializeExtraFunc",cpp,28,20,5.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","Void SNBitmapFont::Terminate",cpp,22,18,1.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","Void SNBitmapFont::DrawSystemText",cpp,51,39,4.2
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","SNListContainer* SNBitmapFont::GetWorkSurface",cpp,6,4,19.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","Void SNBitmapFont::ReleaseWorkSurface",cpp,8,5,9.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","Void SNBitmapFont::PreDrawText",cpp,21,14,11.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","Void SNBitmapFont::DrawExtraText",cpp,27,21,3.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","Void SNBitmapFont::StringToBMString",cpp,15,10,15.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","Char SNBitmapFont::BMCharToChar",cpp,16,11,7.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","Void SNBitmapFont::BMStringToString",cpp,16,10,17.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","SNPoint SNBitmapFont::GetBMCharPoint",cpp,12,8,11.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","UInt8 SNBitmapFont::GetBMCharPage",cpp,8,5,20.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","UInt8 SNBitmapFont::GetBMCharCode",cpp,8,5,23.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","Void* SNBitmapFont::CreateWorkSurface",cpp,15,10,14.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.cpp","Void SNBitmapFont::DeleteWorkSurface",cpp,10,7,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNBitmapFont.h","モジュール外",h,73,34,24.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNColorMatrix.cpp","モジュール外",cpp,3,2,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNColorMatrix.cpp","SNColorMatrix::SNColorMatrix",cpp,8,7,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNColorMatrix.cpp","SNColorMatrix::~SNColorMatrix",cpp,8,6,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNColorMatrix.cpp","Void SNColorMatrix::SetColorMatrix",cpp,11,6,15.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNColorMatrix.cpp","Void SNColorMatrix::DeleteColorMatrix",cpp,12,9,12.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNColorMatrix.cpp","Void SNColorMatrix::SetSource",cpp,14,9,16.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNColorMatrix.cpp","Void SNColorMatrix::ClearMatrix",cpp,17,13,5.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNColorMatrix.cpp","Void SNColorMatrix::SetMatrix",cpp,13,9,5.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNColorMatrix.cpp","Void SNColorMatrix::Multiply",cpp,20,14,3.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNColorMatrix.cpp","Void SNColorMatrix::Add",cpp,19,14,3.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNColorMatrix.cpp","Void SNColorMatrix::WeightedInput",cpp,19,14,6.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNColorMatrix.cpp","Void SNColorMatrix::WeightedOutput",cpp,19,14,6.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNColorMatrix.cpp","Void SNColorMatrix::CombineMatrix",cpp,44,32,16.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNColorMatrix.h","モジュール外",h,48,25,14.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNDIBPixel.cpp","モジュール外",cpp,4,2,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNDIBPixel.cpp","SNDIBPixel::SNDIBPixel",cpp,19,14,4.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNDIBPixel.cpp","SNDIBPixel::~SNDIBPixel",cpp,12,9,7.6
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNDIBPixel.cpp","SNColor* SNDIBPixel::Ref",cpp,7,5,9.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNDIBPixel.cpp","Int32 SNDIBPixel::GetStride",cpp,6,4,21.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNDIBPixel.cpp","Int32 SNDIBPixel::GetDataSize",cpp,5,4,23.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNDIBPixel.h","モジュール外",h,26,16,12.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNGraphicsContext.cpp","モジュール外",cpp,8,7,0.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNGraphicsContext.cpp","SNGraphicsContext::SNGraphicsContext",cpp,7,5,16.3
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNGraphicsContext.cpp","SNGraphicsContext::~SNGraphicsContext",cpp,7,5,14.8
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNGraphicsContext.cpp","Void SNGraphicsContext::CreateDeviceContext",cpp,16,9,11.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNGraphicsContext.cpp","Void SNGraphicsContext::DeleteDeviceContext",cpp,12,9,8.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNGraphicsContext.cpp","Void SNGraphicsContext::Begin",cpp,15,11,3.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNGraphicsContext.cpp","Void SNGraphicsContext::End",cpp,9,6,7.4
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNGraphicsContext.cpp","Handle SNGraphicsContext::GetDC",cpp,6,4,11.1
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNGraphicsContext.cpp","Void SNGraphicsContext::CreateBitmap",cpp,54,37,5.9
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNGraphicsContext.cpp","Void SNGraphicsContext::DrawImage",cpp,38,30,1.0
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNGraphicsContext.cpp","Void SNGraphicsContext::Clear",cpp,15,11,2.7
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNGraphicsContext.cpp","Void SNGraphicsContext::ColorMatrixEffect",cpp,25,19,3.5
"C:\Users\shinj\OneDrive\ドキュメント\Creation\ソフト開発\WindowsProject\20_SNFramework\25_Graphics\Component\SNGraphicsContext.cpp","Void SNGraphicsContext::CreateDIBFromBitmap",cpp,68,45,13.3
